BioSample	Environmental_Category
SAMN18927542	Marine Environment
SAMN18927541	Marine Environment
SAMN18927538	Marine Environment
SAMN18927537	Marine Environment
SAMN18927536	Marine Environment
SAMN18927534	Marine Environment
SAMN18927533	Marine Environment
SAMN18927532	Marine Environment
SAMN18927531	Marine Environment
SAMN18927530	Marine Environment
SAMN18927529	Marine Environment
SAMN18927528	Marine Environment
SAMN18927527	Marine Environment
SAMN18927526	Marine Environment
SAMN18927525	Marine Environment
SAMN18927524	Marine Environment
SAMN18927523	Marine Environment
SAMN18927522	Marine Environment
SAMN18927521	Marine Environment
SAMN18927520	Marine Environment
SAMN18927519	Marine Environment
SAMN18927518	Marine Environment
SAMN18927495	Marine Environment
SAMN18927494	Marine Environment
SAMN18927493	Marine Environment
SAMN18927492	Marine Environment
SAMN18927491	Marine Environment
SAMN18927490	Marine Environment
SAMN18927489	Marine Environment
SAMN18927488	Marine Environment
SAMN18927487	Marine Environment
SAMN18927486	Marine Environment
SAMN18927485	Marine Environment
SAMN18927484	Marine Environment
SAMN18927483	Marine Environment
SAMN18927482	Marine Environment
SAMN18927481	Marine Environment
SAMN18927480	Marine Environment
SAMN18927479	Marine Environment
SAMN18927478	Marine Environment
SAMN19698112	Freshwater
SAMN16516409	Wastewater/Contaminated
SAMN16516408	Wastewater/Contaminated
SAMN16516407	Wastewater/Contaminated
SAMN15949537	Marine Environment
SAMN15949536	Marine Environment
SAMN15949535	Marine Environment
SAMN15949534	Marine Environment
SAMN15949533	Marine Environment
SAMN15949532	Marine Environment
SAMN15949531	Marine Environment
SAMN15949530	Marine Environment
SAMN15949529	Marine Environment
SAMN15949528	Marine Environment
SAMN15949527	Marine Environment
SAMN15949526	Marine Environment
SAMN15949525	Marine Environment
SAMN15949524	Marine Environment
SAMN15949523	Marine Environment
SAMN15949522	Marine Environment
SAMN15949521	Marine Environment
SAMN15949520	Marine Environment
SAMN15949519	Marine Environment
SAMN15949518	Marine Environment
SAMN15949517	Marine Environment
SAMN15949516	Marine Environment
SAMN15949515	Marine Environment
SAMN15949514	Marine Environment
SAMN15949513	Marine Environment
SAMN15949512	Marine Environment
SAMN15949511	Marine Environment
SAMN15949510	Marine Environment
SAMN15949509	Marine Environment
SAMN15949508	Marine Environment
SAMN15949507	Marine Environment
SAMN15949506	Marine Environment
SAMN15949505	Marine Environment
SAMN15949504	Marine Environment
SAMN15949503	Marine Environment
SAMN15949502	Marine Environment
SAMN15949501	Marine Environment
SAMN15949500	Marine Environment
SAMN15949499	Marine Environment
SAMN15949498	Marine Environment
SAMN15949497	Marine Environment
SAMN15949496	Marine Environment
SAMN15949495	Marine Environment
SAMN15949494	Marine Environment
SAMN15949493	Marine Environment
SAMN15949492	Marine Environment
SAMN15949491	Marine Environment
SAMN15949490	Marine Environment
SAMN15949489	Marine Environment
SAMN15949488	Marine Environment
SAMN15949487	Marine Environment
SAMN15949486	Marine Environment
SAMN15949485	Marine Environment
SAMN15949484	Marine Environment
SAMN15949483	Marine Environment
SAMN15949482	Marine Environment
SAMN15949481	Marine Environment
SAMN15949480	Marine Environment
SAMN15949479	Marine Environment
SAMN15949478	Marine Environment
SAMN15949477	Marine Environment
SAMN15949476	Marine Environment
SAMN15949475	Marine Environment
SAMN15949474	Marine Environment
SAMN15949473	Marine Environment
SAMN15949472	Marine Environment
SAMN15949471	Marine Environment
SAMN15949470	Marine Environment
SAMN15949469	Marine Environment
SAMN15949468	Marine Environment
SAMN15949467	Marine Environment
SAMN15949466	Marine Environment
SAMN15949465	Marine Environment
SAMN15949464	Marine Environment
SAMN15949463	Marine Environment
SAMN15949462	Marine Environment
SAMN15949461	Marine Environment
SAMN15949460	Marine Environment
SAMN15949459	Marine Environment
SAMN15949458	Marine Environment
SAMN15949457	Marine Environment
SAMEA7197803	Soil
SAMEA7197802	Soil
SAMEA7197801	Soil
SAMEA7197800	Soil
SAMEA7197799	Soil
SAMEA7197798	Soil
SAMEA7197797	Soil
SAMEA7197796	Soil
SAMEA7197795	Soil
SAMEA7197794	Soil
SAMEA7197793	Soil
SAMEA7197792	Soil
SAMEA7197791	Soil
SAMEA7197790	Soil
SAMEA7197789	Soil
SAMEA7197788	Soil
SAMEA7197787	Soil
SAMEA7197786	Soil
SAMEA7197785	Soil
SAMEA7197784	Soil
SAMEA7197783	Soil
SAMEA7197782	Soil
SAMEA7197781	Soil
SAMEA7197780	Soil
SAMEA7197779	Soil
SAMEA7197778	Soil
SAMEA7197777	Soil
SAMEA7197776	Soil
SAMEA7197775	Soil
SAMEA7197774	Soil
SAMEA7197773	Soil
SAMEA7197772	Soil
SAMEA7197771	Soil
SAMEA7197770	Soil
SAMEA7197769	Soil
SAMEA7197768	Soil
SAMEA7197767	Soil
SAMEA7197766	Soil
SAMEA7197765	Soil
SAMEA7197764	Soil
SAMEA7197763	Soil
SAMEA7197762	Soil
SAMEA7197761	Soil
SAMEA7197760	Soil
SAMEA7197759	Soil
SAMEA7197758	Soil
SAMEA7197757	Soil
SAMEA7197756	Soil
SAMEA7197755	Soil
SAMEA7197754	Soil
SAMEA7197753	Soil
SAMEA7197752	Soil
SAMEA7197751	Soil
SAMEA7197750	Soil
SAMEA7197749	Soil
SAMEA7197748	Soil
SAMEA7197747	Soil
SAMEA7197746	Soil
SAMEA7197745	Soil
SAMEA7197744	Soil
SAMEA7197743	Soil
SAMEA7197742	Soil
SAMEA7197741	Soil
SAMEA7197740	Soil
SAMEA7197739	Soil
SAMEA7197738	Soil
SAMEA7197737	Soil
SAMEA7197736	Soil
SAMEA7197735	Soil
SAMEA7197734	Soil
SAMEA7197733	Soil
SAMEA7197732	Soil
SAMEA7197731	Soil
SAMEA7197730	Soil
SAMEA7197729	Soil
SAMEA7197728	Soil
SAMEA7197727	Soil
SAMEA7197726	Soil
SAMEA7197725	Soil
SAMEA7197724	Soil
SAMEA7197723	Soil
SAMEA7197721	Soil
SAMEA7197720	Soil
SAMEA7197719	Soil
SAMEA7197718	Soil
SAMEA7197717	Soil
SAMEA7197716	Soil
SAMEA7197715	Soil
SAMEA7197714	Soil
SAMEA7197713	Soil
SAMEA7197712	Soil
SAMEA7197711	Soil
SAMEA7197710	Soil
SAMEA7197709	Soil
SAMEA7197708	Soil
SAMEA7197707	Soil
SAMEA7197706	Soil
SAMEA7197705	Soil
SAMEA7197704	Soil
SAMEA7197703	Soil
SAMEA7197702	Soil
SAMEA7197701	Soil
SAMEA7197700	Soil
SAMEA7197699	Soil
SAMEA7197698	Soil
SAMEA7197697	Soil
SAMEA7197696	Soil
SAMEA7197695	Soil
SAMEA7197694	Soil
SAMEA7197693	Soil
SAMEA7197692	Soil
SAMEA7197691	Soil
SAMEA7197690	Soil
SAMEA7197689	Soil
SAMEA7197688	Soil
SAMEA7197687	Soil
SAMEA7197686	Soil
SAMEA7197685	Soil
SAMEA7197684	Soil
SAMEA7197683	Soil
SAMEA7197682	Soil
SAMEA7197681	Soil
SAMEA7197680	Soil
SAMEA7197679	Soil
SAMEA7197678	Soil
SAMEA7197677	Soil
SAMEA7197676	Soil
SAMEA7197675	Soil
SAMEA7197674	Soil
SAMEA7197673	Soil
SAMEA7197672	Soil
SAMEA7197671	Soil
SAMEA7197670	Soil
SAMEA7197669	Soil
SAMEA7197668	Soil
SAMEA7197667	Soil
SAMEA7197666	Soil
SAMEA7197665	Soil
SAMEA7197664	Soil
SAMEA7197663	Soil
SAMEA7197662	Soil
SAMEA7197661	Soil
SAMEA7197660	Soil
SAMEA7197659	Soil
SAMEA7197658	Soil
SAMEA7197657	Soil
SAMEA7197656	Soil
SAMEA7197655	Soil
SAMEA7197654	Soil
SAMEA7197653	Soil
SAMEA7197652	Soil
SAMEA7197651	Soil
SAMEA7197650	Soil
SAMEA7197649	Soil
SAMEA7197648	Soil
SAMEA7197647	Soil
SAMEA7197646	Soil
SAMEA7197645	Soil
SAMEA7197644	Soil
SAMEA7197643	Soil
SAMEA7197642	Soil
SAMEA7197641	Soil
SAMEA7197640	Soil
SAMEA7197639	Soil
SAMEA7197638	Soil
SAMEA7197637	Soil
SAMEA7197636	Soil
SAMEA7197635	Soil
SAMEA7197634	Soil
SAMEA7197633	Soil
SAMEA7197632	Soil
SAMEA7197631	Soil
SAMEA7197630	Soil
SAMEA7197629	Soil
SAMEA7197628	Soil
SAMN19652007	Soil
SAMN19652006	Soil
SAMN19652005	Soil
SAMN19652004	Soil
SAMN19652003	Soil
SAMN19652002	Soil
SAMN19652001	Soil
SAMN19652000	Soil
SAMN19651999	Soil
SAMN19651998	Soil
SAMN19651997	Soil
SAMN19651996	Soil
SAMN19651995	Soil
SAMN19651994	Soil
SAMN19651993	Soil
SAMN19651992	Soil
SAMN19651991	Soil
SAMN19651990	Soil
SAMN19651989	Soil
SAMN19651988	Soil
SAMN19651987	Soil
SAMN19651986	Soil
SAMN19651985	Soil
SAMN19651984	Soil
SAMN19651983	Soil
SAMN19651982	Soil
SAMN19651981	Soil
SAMN19651980	Soil
SAMN19651979	Soil
SAMN19651978	Soil
SAMN19651977	Soil
SAMN19651976	Soil
SAMN19651975	Soil
SAMN19651974	Soil
SAMN19651973	Soil
SAMN19651972	Soil
SAMN19651971	Soil
SAMN19651970	Soil
SAMN19651969	Soil
SAMN19651968	Soil
SAMN19651967	Soil
SAMN19651966	Soil
SAMN19651965	Soil
SAMN19651964	Soil
SAMN19651963	Soil
SAMN19651962	Soil
SAMN19651961	Soil
SAMN19651960	Soil
SAMN19651959	Soil
SAMN19651958	Soil
SAMN19651957	Soil
SAMN19651956	Soil
SAMN19651955	Soil
SAMN19651954	Soil
SAMN19651953	Soil
SAMN19651952	Soil
SAMN19651951	Soil
SAMN19651950	Soil
SAMN19651949	Soil
SAMN19651948	Soil
SAMN19651947	Soil
SAMN19651946	Soil
SAMN19651945	Soil
SAMN19651944	Soil
SAMN19651943	Soil
SAMN19651942	Soil
SAMN19461020	Rhizosphere
SAMN19461019	Rhizosphere
SAMN19461018	Rhizosphere
SAMN19461017	Rhizosphere
SAMN19461016	Rhizosphere
SAMN19461015	Rhizosphere
SAMN18917588	Soil
SAMN18917587	Soil
SAMN18917586	Soil
SAMN18917585	Soil
SAMN18917584	Soil
SAMN18917583	Soil
SAMN18917582	Soil
SAMN18917581	Soil
SAMN18917580	Soil
SAMN18917579	Soil
SAMN18917578	Soil
SAMN18917577	Soil
SAMN18917576	Soil
SAMN18917575	Soil
SAMN18917574	Soil
SAMN18917573	Soil
SAMN18917572	Soil
SAMN18917571	Soil
SAMN18917570	Soil
SAMN18917569	Soil
SAMN18917568	Soil
SAMN18917567	Soil
SAMN18917566	Soil
SAMN18917565	Soil
SAMN19555443	Marine Environment
SAMN19555442	Marine Environment
SAMN19555441	Marine Environment
SAMN19555440	Marine Environment
SAMN19555439	Marine Environment
SAMN19555433	Marine Environment
SAMN19555432	Marine Environment
SAMN19555431	Marine Environment
SAMN19555430	Marine Environment
SAMN19555429	Marine Environment
SAMN19471414	Marine Environment
SAMN16932674	Soil
SAMN16932673	Soil
SAMN16932672	Soil
SAMN16932671	Soil
SAMN16932670	Soil
SAMN16932669	Soil
SAMN16932668	Soil
SAMN16932667	Soil
SAMN16932666	Soil
SAMN16932665	Soil
SAMN16932664	Soil
SAMN16932663	Soil
SAMN16932662	Soil
SAMN16932661	Soil
SAMN15190374	Plant-Associated
SAMN15190373	Rhizosphere
SAMN15190372	Plant-Associated
SAMN15190371	Rhizosphere
SAMN15190370	Plant-Associated
SAMN15190369	Rhizosphere
SAMN15190368	Plant-Associated
SAMN15190367	Rhizosphere
SAMN15190366	Plant-Associated
SAMN15190365	Rhizosphere
SAMN15190364	Plant-Associated
SAMN15190363	Rhizosphere
SAMN15190362	Plant-Associated
SAMN15190361	Rhizosphere
SAMN15190360	Plant-Associated
SAMN15190359	Rhizosphere
SAMN15190358	Plant-Associated
SAMN15190357	Rhizosphere
SAMN15190356	Plant-Associated
SAMN15190355	Rhizosphere
SAMN15190354	Plant-Associated
SAMN15190353	Rhizosphere
SAMN15190352	Plant-Associated
SAMN15190351	Rhizosphere
SAMN15190350	Plant-Associated
SAMN15190349	Rhizosphere
SAMN15190348	Plant-Associated
SAMN15190347	Rhizosphere
SAMN15190346	Plant-Associated
SAMN15190345	Rhizosphere
SAMN15190344	Plant-Associated
SAMN15190343	Rhizosphere
SAMN15190342	Plant-Associated
SAMN15190341	Rhizosphere
SAMN15190340	Plant-Associated
SAMN15190339	Rhizosphere
SAMN15190338	Plant-Associated
SAMN15190337	Rhizosphere
SAMN15190336	Plant-Associated
SAMN15190335	Rhizosphere
SAMN15190334	Plant-Associated
SAMN15190333	Rhizosphere
SAMN19493891	Soil
SAMN19493890	Soil
SAMN19493889	Soil
SAMN19493888	Soil
SAMN19493887	Soil
SAMN19493983	Soil
SAMN19493982	Soil
SAMN19493980	Soil
SAMN19493979	Soil
SAMN19493978	Soil
SAMN19493977	Soil
SAMN19493976	Soil
SAMN19493945	Soil
SAMN19493944	Soil
SAMN19493931	Soil
SAMN19493930	Soil
SAMN19493929	Soil
SAMN19493928	Soil
SAMN19493927	Soil
SAMN19493926	Soil
SAMN19493925	Soil
SAMN19493919	Soil
SAMN19493901	Soil
SAMN19493893	Soil
SAMN19432026	Marine Environment
SAMN19432025	Marine Environment
SAMN19432024	Marine Environment
SAMN19432023	Marine Environment
SAMN19432022	Marine Environment
SAMN19432021	Marine Environment
SAMN19432020	Marine Environment
SAMN19432019	Marine Environment
SAMN19432018	Marine Environment
SAMN19432017	Marine Environment
SAMN19432016	Marine Environment
SAMN19432015	Marine Environment
SAMN19432014	Marine Environment
SAMN19432013	Marine Environment
SAMN19432012	Marine Environment
SAMN19432011	Marine Environment
SAMN19432010	Marine Environment
SAMN19432009	Marine Environment
SAMN19432008	Marine Environment
SAMN19432007	Marine Environment
SAMN19432006	Marine Environment
SAMN19432005	Marine Environment
SAMN19432004	Marine Environment
SAMN19432003	Marine Environment
SAMN19373459	Plant-Associated
SAMN19373458	Plant-Associated
SAMN19373457	Plant-Associated
SAMN19373456	Plant-Associated
SAMN19373455	Plant-Associated
SAMN19373454	Plant-Associated
SAMN19373453	Plant-Associated
SAMN19373452	Plant-Associated
SAMN19373451	Plant-Associated
SAMN19373450	Soil
SAMN19373449	Soil
SAMN19373448	Soil
SAMN19373447	Soil
SAMN19373446	Rhizosphere
SAMN19373445	Rhizosphere
SAMN19373444	Rhizosphere
SAMN19373443	Plant-Associated
SAMN19373442	Plant-Associated
SAMN19373441	Plant-Associated
SAMN19373440	Plant-Associated
SAMN19373439	Plant-Associated
SAMN19373438	Plant-Associated
SAMN19373437	Plant-Associated
SAMN19373436	Plant-Associated
SAMN19373435	Plant-Associated
SAMN19373434	Plant-Associated
SAMN19373433	Plant-Associated
SAMN19373432	Plant-Associated
SAMN19373431	Plant-Associated
SAMN19373430	Plant-Associated
SAMN19373429	Plant-Associated
SAMN19373428	Plant-Associated
SAMN19373427	Plant-Associated
SAMN19373426	Plant-Associated
SAMN19373425	Plant-Associated
SAMN19373424	Plant-Associated
SAMN19373423	Plant-Associated
SAMN19373422	Plant-Associated
SAMN19373421	Plant-Associated
SAMN19373420	Plant-Associated
SAMN19373419	Plant-Associated
SAMN19373418	Plant-Associated
SAMN19373417	Plant-Associated
SAMN19373416	Plant-Associated
SAMN19373415	Plant-Associated
SAMN19373414	Plant-Associated
SAMN19373413	Plant-Associated
SAMN19373412	Plant-Associated
SAMN19373411	Plant-Associated
SAMN19373410	Plant-Associated
SAMN19373409	Plant-Associated
SAMN19373408	Plant-Associated
SAMN19373407	Plant-Associated
SAMN19373406	Plant-Associated
SAMN19373405	Plant-Associated
SAMN19373404	Plant-Associated
SAMN19373403	Plant-Associated
SAMN19373402	Plant-Associated
SAMN19373401	Plant-Associated
SAMN19373400	Plant-Associated
SAMN19373399	Plant-Associated
SAMN19373398	Plant-Associated
SAMN19373397	Plant-Associated
SAMN19373396	Plant-Associated
SAMN19373395	Plant-Associated
SAMN19373394	Plant-Associated
SAMN19373393	Plant-Associated
SAMN19373392	Plant-Associated
SAMN19373391	Plant-Associated
SAMN19373390	Plant-Associated
SAMN19373389	Plant-Associated
SAMN19373388	Plant-Associated
SAMN19373387	Plant-Associated
SAMN19373386	Plant-Associated
SAMN19373385	Plant-Associated
SAMN19373384	Plant-Associated
SAMN19373383	Plant-Associated
SAMN19373382	Plant-Associated
SAMN19373381	Plant-Associated
SAMN19373380	Plant-Associated
SAMN19373379	Plant-Associated
SAMN19373378	Plant-Associated
SAMN19373377	Plant-Associated
SAMN19373376	Plant-Associated
SAMN19373375	Plant-Associated
SAMN19373374	Plant-Associated
SAMN19373373	Plant-Associated
SAMN19373372	Plant-Associated
SAMN19373371	Plant-Associated
SAMN19373370	Plant-Associated
SAMN19373369	Plant-Associated
SAMN19373368	Plant-Associated
SAMN19373367	Plant-Associated
SAMN19373366	Plant-Associated
SAMN19373365	Plant-Associated
SAMN19373364	Plant-Associated
SAMN19373363	Plant-Associated
SAMN19373362	Plant-Associated
SAMN19373361	Plant-Associated
SAMN19373360	Plant-Associated
SAMN19373359	Plant-Associated
SAMN19373358	Plant-Associated
SAMN19373357	Plant-Associated
SAMN19373356	Plant-Associated
SAMN19373355	Plant-Associated
SAMN19373354	Plant-Associated
SAMN19373353	Plant-Associated
SAMN19373352	Plant-Associated
SAMN19373351	Plant-Associated
SAMN19373350	Plant-Associated
SAMN19373349	Plant-Associated
SAMN19373348	Plant-Associated
SAMN19373347	Plant-Associated
SAMN19373346	Plant-Associated
SAMN19373345	Plant-Associated
SAMN19373344	Plant-Associated
SAMN19373343	Plant-Associated
SAMN19373342	Plant-Associated
SAMN19373341	Plant-Associated
SAMN19373340	Plant-Associated
SAMN19373339	Plant-Associated
SAMN19373338	Plant-Associated
SAMN19373337	Plant-Associated
SAMN19373336	Plant-Associated
SAMN19373335	Plant-Associated
SAMN19373334	Plant-Associated
SAMN19373333	Plant-Associated
SAMN19373332	Plant-Associated
SAMN19373331	Plant-Associated
SAMN19373330	Plant-Associated
SAMN19373329	Plant-Associated
SAMN19373328	Plant-Associated
SAMN19373327	Plant-Associated
SAMN19373326	Plant-Associated
SAMN19373325	Plant-Associated
SAMN19373324	Plant-Associated
SAMN19373323	Plant-Associated
SAMN19373322	Plant-Associated
SAMN19373321	Plant-Associated
SAMN19373320	Plant-Associated
SAMN19373319	Plant-Associated
SAMN19373318	Plant-Associated
SAMN19373317	Plant-Associated
SAMN19373316	Plant-Associated
SAMN19373315	Plant-Associated
SAMN19373314	Plant-Associated
SAMN19373313	Plant-Associated
SAMN19373312	Plant-Associated
SAMN19373311	Plant-Associated
SAMN19373310	Plant-Associated
SAMN19373309	Plant-Associated
SAMN19373308	Plant-Associated
SAMN19373307	Plant-Associated
SAMN19373306	Plant-Associated
SAMN19373305	Plant-Associated
SAMN19373304	Plant-Associated
SAMN19373303	Plant-Associated
SAMN19373302	Plant-Associated
SAMN19373301	Plant-Associated
SAMN19373300	Plant-Associated
SAMN19373299	Plant-Associated
SAMN19373298	Plant-Associated
SAMN19373297	Plant-Associated
SAMN19373296	Plant-Associated
SAMN19373295	Plant-Associated
SAMN19373294	Plant-Associated
SAMN19373293	Plant-Associated
SAMN19373292	Plant-Associated
SAMN19373291	Plant-Associated
SAMN19373290	Plant-Associated
SAMN19373289	Plant-Associated
SAMN19373288	Plant-Associated
SAMN19373287	Plant-Associated
SAMN19373286	Plant-Associated
SAMN19373285	Plant-Associated
SAMN19373284	Plant-Associated
SAMN19373283	Plant-Associated
SAMN19373282	Plant-Associated
SAMN19373281	Plant-Associated
SAMN19373280	Plant-Associated
SAMN19373279	Plant-Associated
SAMN19373278	Plant-Associated
SAMN19373277	Plant-Associated
SAMN19373276	Plant-Associated
SAMN19373275	Plant-Associated
SAMN19373274	Plant-Associated
SAMN19373273	Plant-Associated
SAMN19373272	Plant-Associated
SAMN19373271	Plant-Associated
SAMN19373270	Plant-Associated
SAMN19373269	Plant-Associated
SAMN19373268	Plant-Associated
SAMN19373267	Plant-Associated
SAMN19373266	Plant-Associated
SAMN19373265	Plant-Associated
SAMN19373264	Plant-Associated
SAMN19373263	Plant-Associated
SAMN19373262	Plant-Associated
SAMN19373261	Plant-Associated
SAMN19373260	Plant-Associated
SAMN19373259	Plant-Associated
SAMN19373258	Plant-Associated
SAMN19373257	Plant-Associated
SAMN19373256	Plant-Associated
SAMN19373255	Plant-Associated
SAMN19373254	Plant-Associated
SAMN19373253	Plant-Associated
SAMN19373252	Plant-Associated
SAMN19373251	Plant-Associated
SAMN19373250	Plant-Associated
SAMN19373249	Plant-Associated
SAMN19373248	Plant-Associated
SAMN19373247	Plant-Associated
SAMN19373246	Plant-Associated
SAMN19373245	Plant-Associated
SAMN19373244	Plant-Associated
SAMN19373243	Plant-Associated
SAMN19373242	Plant-Associated
SAMN19373241	Plant-Associated
SAMN19373240	Plant-Associated
SAMN19373239	Plant-Associated
SAMN19373238	Plant-Associated
SAMN19373237	Plant-Associated
SAMN19373236	Plant-Associated
SAMN19373235	Plant-Associated
SAMN19373234	Plant-Associated
SAMN19373233	Plant-Associated
SAMN19373232	Plant-Associated
SAMN19373231	Plant-Associated
SAMN19373230	Plant-Associated
SAMN19373229	Plant-Associated
SAMN19373228	Plant-Associated
SAMN19373227	Plant-Associated
SAMN19373226	Plant-Associated
SAMN19373225	Plant-Associated
SAMN19373224	Plant-Associated
SAMN19373223	Rhizosphere
SAMN19373222	Rhizosphere
SAMN19373221	Rhizosphere
SAMN19373220	Rhizosphere
SAMN19373219	Rhizosphere
SAMN19373218	Rhizosphere
SAMN19373217	Rhizosphere
SAMN19373216	Rhizosphere
SAMN19373215	Rhizosphere
SAMN19373214	Rhizosphere
SAMN19373213	Rhizosphere
SAMN19373212	Rhizosphere
SAMN19373211	Rhizosphere
SAMN19373210	Rhizosphere
SAMN19373209	Rhizosphere
SAMN19373208	Rhizosphere
SAMN19373207	Rhizosphere
SAMN19373206	Rhizosphere
SAMN19373205	Rhizosphere
SAMN19373204	Rhizosphere
SAMN19373203	Rhizosphere
SAMN19373202	Rhizosphere
SAMN19373201	Rhizosphere
SAMN19373200	Rhizosphere
SAMN19373199	Rhizosphere
SAMN19373198	Rhizosphere
SAMN19373197	Rhizosphere
SAMN19373196	Rhizosphere
SAMN19373195	Rhizosphere
SAMN19373194	Rhizosphere
SAMN19373193	Rhizosphere
SAMN19373192	Rhizosphere
SAMN19373191	Rhizosphere
SAMN19373190	Rhizosphere
SAMN19373189	Rhizosphere
SAMN19373188	Rhizosphere
SAMN19373187	Rhizosphere
SAMN19373186	Rhizosphere
SAMN19373185	Rhizosphere
SAMN19373184	Rhizosphere
SAMN19373183	Rhizosphere
SAMN19373182	Rhizosphere
SAMN19373181	Soil
SAMN19373180	Soil
SAMN19373179	Soil
SAMN19373178	Soil
SAMN19373177	Soil
SAMN19373176	Soil
SAMN19373175	Soil
SAMN19373174	Soil
SAMN19373173	Soil
SAMN19373172	Soil
SAMN19373171	Soil
SAMN19373170	Soil
SAMN19373169	Soil
SAMN19373168	Soil
SAMN19373167	Soil
SAMN19373166	Soil
SAMN19373165	Soil
SAMN19373164	Soil
SAMN19373163	Soil
SAMN19373162	Soil
SAMN19373161	Soil
SAMN19373160	Plant-Associated
SAMN19373159	Plant-Associated
SAMN19373158	Plant-Associated
SAMN19373157	Plant-Associated
SAMN19373156	Plant-Associated
SAMN19373155	Plant-Associated
SAMN19373154	Plant-Associated
SAMN19373153	Plant-Associated
SAMN19373152	Plant-Associated
SAMN19373151	Plant-Associated
SAMN19373150	Plant-Associated
SAMN19373149	Plant-Associated
SAMN19373148	Plant-Associated
SAMN19373147	Plant-Associated
SAMN19373146	Plant-Associated
SAMN19373145	Plant-Associated
SAMN19373144	Plant-Associated
SAMN19373143	Plant-Associated
SAMN19373142	Plant-Associated
SAMN19373141	Plant-Associated
SAMN19373140	Plant-Associated
SAMN19373139	Plant-Associated
SAMN19373138	Plant-Associated
SAMN19373137	Plant-Associated
SAMN19373136	Plant-Associated
SAMN19373135	Plant-Associated
SAMN19373134	Plant-Associated
SAMN19373133	Plant-Associated
SAMN19373132	Plant-Associated
SAMN19373131	Plant-Associated
SAMN19373130	Plant-Associated
SAMN19373129	Plant-Associated
SAMN19373128	Plant-Associated
SAMN19373127	Plant-Associated
SAMN19373126	Plant-Associated
SAMN19373125	Plant-Associated
SAMN19373124	Plant-Associated
SAMN19373123	Plant-Associated
SAMN19373122	Plant-Associated
SAMN19373121	Plant-Associated
SAMN19373120	Plant-Associated
SAMN19373119	Plant-Associated
SAMN19328298	Freshwater
SAMN19328297	Freshwater
SAMN19328296	Freshwater
SAMN19328295	Freshwater
SAMN19328294	Freshwater
SAMN19328293	Freshwater
SAMN19328292	Freshwater
SAMN19328291	Freshwater
SAMN19328290	Freshwater
SAMN19328289	Freshwater
SAMN19328288	Freshwater
SAMN19328287	Freshwater
SAMN19328286	Freshwater
SAMN19328285	Freshwater
SAMN19328284	Freshwater
SAMN19328283	Freshwater
SAMN19328282	Freshwater
SAMN19328281	Freshwater
SAMN19328280	Freshwater
SAMN19328279	Freshwater
SAMN19328278	Freshwater
SAMN19328277	Freshwater
SAMN19328276	Freshwater
SAMN19328275	Freshwater
SAMN19328274	Freshwater
SAMN19328273	Freshwater
SAMN19328272	Freshwater
SAMN19328271	Freshwater
SAMN19328270	Freshwater
SAMN19328269	Freshwater
SAMN19328268	Freshwater
SAMN16857246	Marine Environment
SAMN16857245	Marine Environment
SAMN16857244	Marine Environment
SAMN16857243	Marine Environment
SAMN16857242	Marine Environment
SAMN16857241	Marine Environment
SAMN16857240	Marine Environment
SAMN16857239	Marine Environment
SAMN16857238	Marine Environment
SAMN16857237	Marine Environment
SAMN16616802	Marine Environment
SAMN16616801	Marine Environment
SAMN16616800	Marine Environment
SAMN16616799	Marine Environment
SAMN16616798	Marine Environment
SAMN16616797	Marine Environment
SAMN16616796	Marine Environment
SAMN16616795	Marine Environment
SAMN16616794	Marine Environment
SAMN16616793	Marine Environment
SAMN14938065	Marine Environment
SAMN14938064	Marine Environment
SAMN14938063	Marine Environment
SAMN14938062	Marine Environment
SAMN14938061	Marine Environment
SAMN14938060	Marine Environment
SAMN14938059	Marine Environment
SAMN14938058	Marine Environment
SAMN14938057	Marine Environment
SAMN14938056	Marine Environment
SAMN14938055	Marine Environment
SAMN14938054	Marine Environment
SAMN14938053	Marine Environment
SAMN14938052	Marine Environment
SAMN14938051	Marine Environment
SAMN14938050	Marine Environment
SAMN14938049	Marine Environment
SAMN14938048	Marine Environment
SAMN14938047	Marine Environment
SAMN14938046	Marine Environment
SAMN14938045	Marine Environment
SAMN14938044	Marine Environment
SAMN14938043	Marine Environment
SAMN14938042	Marine Environment
SAMN14938041	Marine Environment
SAMN14938040	Marine Environment
SAMN14938039	Marine Environment
SAMN14938038	Marine Environment
SAMN14938037	Marine Environment
SAMN14938036	Marine Environment
SAMN14938035	Marine Environment
SAMN14938034	Marine Environment
SAMN14938033	Marine Environment
SAMN14938032	Marine Environment
SAMN14938031	Marine Environment
SAMN14938030	Marine Environment
SAMN14938029	Marine Environment
SAMN14938028	Marine Environment
SAMN14938027	Marine Environment
SAMN14938026	Marine Environment
SAMN14938025	Marine Environment
SAMN14938024	Marine Environment
SAMN14938023	Marine Environment
SAMN14938022	Marine Environment
SAMN14938021	Marine Environment
SAMN14938020	Marine Environment
SAMN14938019	Marine Environment
SAMN14938018	Marine Environment
SAMN14938017	Marine Environment
SAMN14938016	Marine Environment
SAMN14938015	Marine Environment
SAMN14938014	Marine Environment
SAMN14938013	Marine Environment
SAMN14938012	Marine Environment
SAMN14938011	Marine Environment
SAMN14938010	Marine Environment
SAMN14938009	Marine Environment
SAMN14938008	Marine Environment
SAMN14938007	Marine Environment
SAMN14938006	Marine Environment
