BioSample	Environmental_Category
SAMN14938005	Marine Environment
SAMN14938004	Marine Environment
SAMN14938003	Marine Environment
SAMN14938002	Marine Environment
SAMN14938001	Marine Environment
SAMN14938000	Marine Environment
SAMN14937999	Marine Environment
SAMN14937998	Marine Environment
SAMN14937997	Marine Environment
SAMN14937996	Marine Environment
SAMN14937995	Marine Environment
SAMN14937994	Marine Environment
SAMN14937993	Marine Environment
SAMN14937992	Marine Environment
SAMN14937991	Marine Environment
SAMN14937990	Marine Environment
SAMN14937989	Marine Environment
SAMN14937988	Marine Environment
SAMN14937987	Marine Environment
SAMN14937986	Marine Environment
SAMN14937985	Marine Environment
SAMN14937984	Marine Environment
SAMN14937983	Marine Environment
SAMN14937982	Marine Environment
SAMN14908968	Plant-Associated
SAMN14908967	Plant-Associated
SAMN14908966	Plant-Associated
SAMN14908965	Plant-Associated
SAMN14908964	Plant-Associated
SAMN14908963	Plant-Associated
SAMN14908962	Plant-Associated
SAMN14908961	Plant-Associated
SAMN14908960	Plant-Associated
SAMN14908959	Plant-Associated
SAMN14908958	Plant-Associated
SAMN14908957	Plant-Associated
SAMN14908956	Plant-Associated
SAMN14908955	Plant-Associated
SAMN14908954	Plant-Associated
SAMN14908953	Plant-Associated
SAMN14908952	Plant-Associated
SAMN14908951	Plant-Associated
SAMN14908950	Plant-Associated
SAMN14908949	Plant-Associated
SAMN14908948	Plant-Associated
SAMN14908947	Plant-Associated
SAMN14908946	Plant-Associated
SAMN14908945	Plant-Associated
SAMN14908944	Plant-Associated
SAMN14908943	Plant-Associated
SAMN14908942	Plant-Associated
SAMN14908941	Plant-Associated
SAMN14908940	Plant-Associated
SAMN14908939	Plant-Associated
SAMN14908938	Plant-Associated
SAMN14908937	Plant-Associated
SAMN14908936	Plant-Associated
SAMN14908935	Plant-Associated
SAMN14908934	Plant-Associated
SAMN14908933	Plant-Associated
SAMN14908932	Plant-Associated
SAMN14908931	Plant-Associated
SAMN14908930	Plant-Associated
SAMN14908929	Plant-Associated
SAMN14908928	Plant-Associated
SAMN14908927	Plant-Associated
SAMN14908926	Plant-Associated
SAMN14908925	Plant-Associated
SAMN14908924	Plant-Associated
SAMN14908923	Plant-Associated
SAMN14908922	Plant-Associated
SAMN14908921	Plant-Associated
SAMN14908920	Plant-Associated
SAMN14908919	Plant-Associated
SAMN14908918	Plant-Associated
SAMN14908917	Plant-Associated
SAMN14908916	Plant-Associated
SAMN14908915	Plant-Associated
SAMN14908914	Plant-Associated
SAMN14908913	Plant-Associated
SAMN14908912	Plant-Associated
SAMN14908911	Plant-Associated
SAMN14908910	Plant-Associated
SAMN14908909	Plant-Associated
SAMN14908908	Plant-Associated
SAMN14908907	Plant-Associated
SAMN14908906	Plant-Associated
SAMN14908905	Plant-Associated
SAMN14908904	Plant-Associated
SAMN14908903	Plant-Associated
SAMN14908902	Plant-Associated
SAMN14908901	Plant-Associated
SAMN14908900	Plant-Associated
SAMN14833715	Marine Environment
SAMN14833714	Marine Environment
SAMN14833713	Marine Environment
SAMN14833712	Marine Environment
SAMN14833711	Marine Environment
SAMN14833710	Marine Environment
SAMN14833709	Marine Environment
SAMN14833708	Marine Environment
SAMN14833707	Marine Environment
SAMN14833706	Marine Environment
SAMN14833705	Marine Environment
SAMN14833704	Marine Environment
SAMN14833703	Marine Environment
SAMN14833702	Marine Environment
SAMN14833701	Marine Environment
SAMN14833700	Marine Environment
SAMN14833699	Marine Environment
SAMN14833698	Marine Environment
SAMN14833697	Marine Environment
SAMN14833696	Marine Environment
SAMN14833695	Marine Environment
SAMN14833694	Marine Environment
SAMN14833693	Marine Environment
SAMN14833692	Marine Environment
SAMN14833691	Marine Environment
SAMN14833690	Marine Environment
SAMN14833689	Marine Environment
SAMN14833688	Marine Environment
SAMN14833687	Marine Environment
SAMN14833686	Marine Environment
SAMN14833685	Marine Environment
SAMN14833684	Marine Environment
SAMN14833683	Marine Environment
SAMN14833682	Marine Environment
SAMN14833681	Marine Environment
SAMN14833680	Marine Environment
SAMN14833679	Marine Environment
SAMN14833678	Marine Environment
SAMN14833677	Marine Environment
SAMN14833676	Marine Environment
SAMN14180064	Marine Environment
SAMN14180063	Marine Environment
SAMN14180062	Marine Environment
SAMN14180061	Marine Environment
SAMN14180060	Marine Environment
SAMN14180059	Marine Environment
SAMN14180058	Marine Environment
SAMN14180057	Marine Environment
SAMN14180056	Marine Environment
SAMN14180055	Marine Environment
SAMN14180054	Marine Environment
SAMN14180053	Marine Environment
SAMN19461503	Soil
SAMN19461502	Soil
SAMN19461501	Soil
SAMN19461500	Soil
SAMN19461499	Soil
SAMN19461498	Soil
SAMN19461497	Soil
SAMN19461496	Soil
SAMN19461495	Soil
SAMN19461494	Soil
SAMN19461493	Soil
SAMN19461492	Soil
SAMN19461491	Soil
SAMN19461490	Soil
SAMN19461489	Soil
SAMN19461488	Soil
SAMN19461487	Soil
SAMN19461486	Soil
SAMN19461485	Soil
SAMN19461484	Soil
SAMN19461483	Soil
SAMN19461482	Soil
SAMN19461481	Soil
SAMN19461480	Soil
SAMN19461479	Soil
SAMN19461478	Soil
SAMN19461477	Soil
SAMN19461476	Soil
SAMN19461475	Soil
SAMN19461474	Soil
SAMN19461473	Soil
SAMN19461472	Soil
SAMN19461471	Soil
SAMN19461470	Soil
SAMN19461469	Soil
SAMN19461468	Soil
SAMN14785931	Plant-Associated
SAMN14785930	Plant-Associated
SAMN19354148	Soil
SAMN19354147	Soil
SAMN19354146	Soil
SAMN19354145	Soil
SAMN19354144	Soil
SAMN19354143	Soil
SAMN19354142	Soil
SAMN19354141	Soil
SAMN19354140	Soil
SAMN19354139	Soil
SAMN19354138	Soil
SAMN19354137	Soil
SAMN19354136	Soil
SAMN19354135	Soil
SAMN19354134	Soil
SAMN19354133	Soil
SAMN19354132	Soil
SAMN19354131	Soil
SAMN19354130	Soil
SAMN19354129	Soil
SAMN19354128	Soil
SAMN19354127	Soil
SAMN19354126	Soil
SAMN19354125	Soil
SAMN19354124	Soil
SAMN19354123	Soil
SAMN19354122	Soil
SAMN19354121	Soil
SAMN19354120	Soil
SAMN19354119	Soil
SAMN19354118	Soil
SAMN19354117	Soil
SAMN19354116	Soil
SAMN19354115	Soil
SAMN19354114	Soil
SAMN19354113	Soil
SAMN19354112	Soil
SAMN19354111	Soil
SAMN19354110	Soil
SAMN19354109	Soil
SAMN19354108	Soil
SAMN19354107	Soil
SAMN19354106	Soil
SAMN19354105	Soil
SAMN19354104	Soil
SAMN19354103	Soil
SAMN19354102	Soil
SAMN19354101	Soil
SAMN14771277	Plant-Associated
SAMN19310965	Soil
SAMN19310964	Soil
SAMN19310963	Soil
SAMN19310962	Soil
SAMN19310961	Soil
SAMN19310960	Soil
SAMN19310959	Soil
SAMN19310958	Soil
SAMN19310957	Soil
SAMN19310956	Soil
SAMN19310955	Soil
SAMN19310954	Soil
SAMN19310953	Soil
SAMN19310952	Soil
SAMN19310951	Soil
SAMN19310950	Soil
SAMN19310949	Soil
SAMN19310948	Soil
SAMN19310947	Soil
SAMN19310946	Soil
SAMN19310945	Soil
SAMN19310944	Soil
SAMN19310943	Soil
SAMN19310942	Soil
SAMN19310941	Soil
SAMN19310940	Soil
SAMN19310939	Soil
SAMN19310938	Soil
SAMN19310937	Soil
SAMN19310936	Soil
SAMN19310935	Soil
SAMN19310934	Soil
SAMN19310933	Soil
SAMN19310932	Soil
SAMN19310931	Soil
SAMN19310930	Soil
SAMN19310929	Soil
SAMN19310928	Soil
SAMN19310927	Soil
SAMN19310926	Soil
SAMN19310925	Soil
SAMN19310924	Soil
SAMN19310923	Soil
SAMN19310922	Soil
SAMN19310921	Soil
SAMN19310920	Soil
SAMN19310919	Soil
SAMN19310918	Soil
SAMN19310917	Soil
SAMN19310916	Soil
SAMN19310915	Soil
SAMN19310914	Soil
SAMN19310913	Soil
SAMN19310912	Soil
SAMN19310911	Soil
SAMN19310910	Soil
SAMN19310909	Soil
SAMN19310908	Soil
SAMN19310907	Soil
SAMN19310906	Soil
SAMN19310905	Soil
SAMN19310904	Soil
SAMN15944586	Marine Environment
SAMN15944585	Marine Environment
SAMN19288921	Other
SAMN19288918	Other
SAMN19288915	Other
SAMN19288912	Other
SAMN19288909	Other
SAMN19288906	Other
SAMN19288903	Other
SAMN19288900	Other
SAMN19288897	Other
SAMN19242216	Plant-Associated
SAMN19242215	Plant-Associated
SAMN19242214	Plant-Associated
SAMN19242213	Plant-Associated
SAMN19242212	Plant-Associated
SAMN19242211	Plant-Associated
SAMN19242210	Plant-Associated
SAMN19242209	Plant-Associated
SAMN19242208	Plant-Associated
SAMN19242207	Plant-Associated
SAMN19242206	Plant-Associated
SAMN19242205	Plant-Associated
SAMN19242204	Plant-Associated
SAMN19242203	Plant-Associated
SAMN19242202	Plant-Associated
SAMN19242201	Plant-Associated
SAMN19242200	Plant-Associated
SAMN16871803	Rhizosphere
SAMN17492611	Freshwater
SAMN19111139	Soil
SAMN19111137	Soil
SAMN19111135	Soil
SAMN19111133	Soil
SAMN19111131	Soil
SAMN19111129	Soil
SAMN19111127	Soil
SAMN19111125	Soil
SAMN19111123	Soil
SAMN19111121	Soil
SAMN19111119	Soil
SAMN19111117	Soil
SAMN19111115	Soil
SAMN19111113	Soil
SAMN19111111	Soil
SAMN19111109	Soil
SAMN19111107	Soil
SAMN19111105	Soil
SAMN19092025	Plant-Associated
SAMN19092024	Plant-Associated
SAMN19092022	Plant-Associated
SAMN19092021	Plant-Associated
SAMN19092020	Plant-Associated
SAMN19092019	Plant-Associated
SAMN19092018	Plant-Associated
SAMN19092017	Plant-Associated
SAMN19092016	Plant-Associated
SAMN19092015	Plant-Associated
SAMN19092014	Plant-Associated
SAMN19092013	Plant-Associated
SAMN19092012	Plant-Associated
SAMN19092011	Plant-Associated
SAMN19092009	Plant-Associated
SAMN19092008	Plant-Associated
SAMN19092007	Plant-Associated
SAMN19092006	Plant-Associated
SAMN19092005	Plant-Associated
SAMN19092004	Plant-Associated
SAMN19092003	Plant-Associated
SAMN19092002	Plant-Associated
SAMN19092001	Plant-Associated
SAMN19092000	Plant-Associated
SAMN19080913	Rhizosphere
SAMN19080912	Rhizosphere
SAMN19080911	Rhizosphere
SAMN19080910	Rhizosphere
SAMN19080909	Rhizosphere
SAMN19080908	Rhizosphere
SAMN19080907	Rhizosphere
SAMN19080906	Rhizosphere
SAMN19080905	Rhizosphere
SAMN19080904	Rhizosphere
SAMN19080903	Rhizosphere
SAMN19080902	Rhizosphere
SAMN19080901	Rhizosphere
SAMN19080900	Rhizosphere
SAMN19080899	Rhizosphere
SAMN19080898	Rhizosphere
SAMN19080897	Rhizosphere
SAMN19080896	Rhizosphere
SAMN19080895	Rhizosphere
SAMN19080894	Rhizosphere
SAMN19080893	Rhizosphere
SAMN19080892	Rhizosphere
SAMN19080891	Rhizosphere
SAMN19080890	Rhizosphere
SAMN19080889	Rhizosphere
SAMN19080888	Rhizosphere
SAMN19080887	Rhizosphere
SAMN19080886	Rhizosphere
SAMN19080885	Rhizosphere
SAMN19080884	Rhizosphere
SAMN19080883	Rhizosphere
SAMN19080882	Rhizosphere
SAMN19080881	Rhizosphere
SAMN19080880	Rhizosphere
SAMN19080879	Rhizosphere
SAMN19080878	Rhizosphere
SAMN19080877	Rhizosphere
SAMN19080876	Rhizosphere
SAMN19080875	Rhizosphere
SAMN19080874	Rhizosphere
SAMN19080873	Rhizosphere
SAMN19080872	Rhizosphere
SAMN19080871	Rhizosphere
SAMN19080870	Rhizosphere
SAMN19080869	Rhizosphere
SAMN19080868	Rhizosphere
SAMN19080867	Rhizosphere
SAMN19080866	Rhizosphere
SAMN19080865	Rhizosphere
SAMN19080864	Rhizosphere
SAMN19080863	Rhizosphere
SAMN19080862	Rhizosphere
SAMN19080861	Rhizosphere
SAMN19080860	Rhizosphere
SAMN19080859	Rhizosphere
SAMN19080858	Rhizosphere
SAMN19080857	Rhizosphere
SAMN19080856	Rhizosphere
SAMN19080855	Rhizosphere
SAMN19080854	Rhizosphere
SAMN19080853	Rhizosphere
SAMN19080852	Rhizosphere
SAMN19080851	Rhizosphere
SAMN19080850	Rhizosphere
SAMN19080849	Rhizosphere
SAMN19080848	Rhizosphere
SAMN19080847	Rhizosphere
SAMN19080846	Rhizosphere
SAMN19080845	Rhizosphere
SAMN19080844	Rhizosphere
SAMN19080843	Rhizosphere
SAMN19080842	Rhizosphere
SAMN19080841	Rhizosphere
SAMN19080840	Rhizosphere
SAMN19080839	Rhizosphere
SAMN19080838	Rhizosphere
SAMN19080837	Rhizosphere
SAMN19080836	Rhizosphere
SAMN19080835	Rhizosphere
SAMN19080834	Rhizosphere
SAMN19080833	Rhizosphere
SAMN19080832	Rhizosphere
SAMN19080831	Rhizosphere
SAMN19080830	Rhizosphere
SAMN19080829	Rhizosphere
SAMN19080828	Rhizosphere
SAMN19080827	Rhizosphere
SAMN19080826	Rhizosphere
SAMN19080825	Rhizosphere
SAMN19080824	Rhizosphere
SAMN19080823	Rhizosphere
SAMN19080822	Rhizosphere
SAMN19080821	Rhizosphere
SAMN19080820	Rhizosphere
SAMN19080819	Rhizosphere
SAMN19080818	Rhizosphere
SAMN19080817	Rhizosphere
SAMN19080816	Rhizosphere
SAMN19080815	Rhizosphere
SAMN19080814	Rhizosphere
SAMN19080813	Rhizosphere
SAMN19080812	Rhizosphere
SAMN19080811	Rhizosphere
SAMN19080810	Rhizosphere
SAMN19080809	Rhizosphere
SAMN19080808	Rhizosphere
SAMN19080807	Rhizosphere
SAMN19080806	Rhizosphere
SAMN19093825	Rhizosphere
SAMN19093824	Plant-Associated
SAMN19093823	Plant-Associated
SAMN19093822	Rhizosphere
SAMN19093821	Plant-Associated
SAMN19093820	Plant-Associated
SAMN19093819	Plant-Associated
SAMN19093817	Rhizosphere
SAMN19093816	Plant-Associated
SAMN19093815	Plant-Associated
SAMN19093814	Rhizosphere
SAMN19093813	Plant-Associated
SAMN19093812	Plant-Associated
SAMN19093811	Plant-Associated
SAMN19093790	Plant-Associated
SAMN19093789	Plant-Associated
SAMN19093788	Plant-Associated
SAMN19093787	Plant-Associated
SAMN19093786	Plant-Associated
SAMN19093785	Plant-Associated
SAMN19093784	Soil
SAMN19093783	Soil
SAMN19093782	Soil
SAMN19093781	Soil
SAMN19093780	Rhizosphere
SAMN19093779	Rhizosphere
SAMN19093778	Rhizosphere
SAMN19093777	Plant-Associated
SAMN19093776	Plant-Associated
SAMN19093775	Plant-Associated
SAMN19093774	Plant-Associated
SAMN19093773	Plant-Associated
SAMN19093772	Plant-Associated
SAMN19093068	Plant-Associated
SAMN19093067	Plant-Associated
SAMN19093066	Plant-Associated
SAMN19093065	Plant-Associated
SAMN19093064	Plant-Associated
SAMN19093063	Plant-Associated
SAMN19093062	Soil
SAMN19093061	Soil
SAMN19093060	Soil
SAMN19093059	Soil
SAMN19093058	Rhizosphere
SAMN19093057	Rhizosphere
SAMN19093056	Rhizosphere
SAMN19093055	Plant-Associated
SAMN19093054	Plant-Associated
SAMN19093053	Plant-Associated
SAMN19093052	Plant-Associated
SAMN19093051	Plant-Associated
SAMN19093050	Plant-Associated
SAMN18335711	Freshwater
SAMN18335710	Freshwater
SAMN18335709	Freshwater
SAMN18335708	Freshwater
SAMN18335707	Freshwater
SAMN18335706	Freshwater
SAMN18335705	Freshwater
SAMN18335704	Freshwater
SAMN18335703	Freshwater
SAMN18335702	Freshwater
SAMN18335701	Freshwater
SAMN18335700	Freshwater
SAMN18335699	Freshwater
SAMN18335698	Freshwater
SAMN18335697	Freshwater
SAMN18335696	Freshwater
SAMN18335695	Freshwater
SAMN18335694	Freshwater
SAMN18335693	Freshwater
SAMN18335692	Freshwater
SAMN18335691	Freshwater
SAMN18335690	Freshwater
SAMN18335689	Freshwater
SAMN18335688	Freshwater
SAMN18335687	Freshwater
SAMN18335686	Freshwater
SAMN18335685	Freshwater
SAMN18335684	Freshwater
SAMN18335683	Freshwater
SAMN18335682	Freshwater
SAMN18335439	Freshwater
SAMN18335438	Freshwater
SAMN18335437	Freshwater
SAMN18335436	Freshwater
SAMN18335435	Freshwater
SAMN18335434	Freshwater
SAMN18335433	Freshwater
SAMN18335432	Freshwater
SAMN18335431	Freshwater
SAMN18335430	Freshwater
SAMN18335429	Freshwater
SAMN18335428	Freshwater
SAMN18335427	Freshwater
SAMN18335426	Freshwater
SAMN18335425	Freshwater
SAMN18335424	Freshwater
SAMN18335423	Freshwater
SAMN18335422	Freshwater
SAMN18335421	Freshwater
SAMN18335420	Freshwater
SAMN18335419	Freshwater
SAMN18335418	Freshwater
SAMN18335417	Freshwater
SAMN18335416	Freshwater
SAMN18335415	Freshwater
SAMN18335414	Freshwater
SAMN18335413	Freshwater
SAMN18335412	Freshwater
SAMN18335411	Freshwater
SAMN18335410	Freshwater
SAMN14372329	Plant-Associated
SAMN19103028	Soil
SAMN19103027	Soil
SAMN19103026	Soil
SAMN19103025	Soil
SAMN19103024	Soil
SAMN19103023	Soil
SAMN19103014	Soil
SAMN19103013	Soil
SAMN19103012	Soil
SAMN19103011	Soil
SAMN19103010	Soil
SAMN19092368	Soil
SAMN19092367	Soil
SAMN19092366	Soil
SAMN19092365	Soil
SAMN19092364	Soil
SAMN19092363	Soil
SAMN19092362	Soil
SAMN19092361	Soil
SAMN19092360	Soil
SAMN19092359	Soil
SAMN19092358	Soil
SAMN19092357	Soil
SAMN19092356	Soil
SAMN19092355	Soil
SAMN19092354	Soil
SAMN19092353	Soil
SAMN19092352	Soil
SAMN19092351	Soil
SAMN19092350	Soil
SAMN19092349	Soil
SAMN19092348	Soil
SAMN19092347	Soil
SAMN19092346	Soil
SAMN19092345	Soil
SAMN19092344	Soil
SAMN19092343	Soil
SAMN19092342	Soil
SAMN19092341	Soil
SAMN19092340	Soil
SAMN19092339	Soil
SAMN19092338	Soil
SAMN19092337	Soil
SAMN19092336	Soil
SAMN19092335	Soil
SAMN19092334	Soil
SAMN19092333	Soil
SAMN19092332	Soil
SAMN19092331	Soil
SAMN19092330	Soil
SAMN19092329	Soil
SAMN19092328	Soil
SAMN19092327	Soil
SAMN19092326	Soil
SAMN19092325	Soil
SAMN19092324	Soil
SAMN19092323	Soil
SAMN19092322	Soil
SAMN19092321	Soil
SAMN19092320	Soil
SAMN19092319	Soil
SAMN19092318	Soil
SAMN19092317	Soil
SAMN19092316	Soil
SAMN19092315	Soil
SAMN19092314	Soil
SAMN19092313	Soil
SAMN19092312	Soil
SAMN19092311	Soil
SAMN19092310	Soil
SAMN19092309	Soil
SAMN19092308	Soil
SAMN19092307	Soil
SAMN19092306	Soil
SAMN19092305	Soil
SAMN19092304	Soil
SAMN19092303	Soil
SAMN19092302	Soil
SAMN19092301	Soil
SAMN19092300	Soil
SAMN19092299	Soil
SAMN19092298	Soil
SAMN19092297	Soil
SAMN19068105	Marine Environment
SAMN19068104	Marine Environment
SAMN19068103	Marine Environment
SAMN19068102	Marine Environment
SAMN19068101	Marine Environment
SAMN19068100	Marine Environment
SAMN19068099	Marine Environment
SAMN19068098	Marine Environment
SAMN19068097	Marine Environment
SAMN19068096	Marine Environment
SAMN19068095	Marine Environment
SAMN19068094	Marine Environment
SAMN19068093	Marine Environment
SAMN19068092	Marine Environment
SAMN19068091	Marine Environment
SAMN19068090	Marine Environment
SAMN19068089	Marine Environment
SAMN19068088	Marine Environment
SAMN19068087	Marine Environment
SAMN19068086	Marine Environment
SAMN19068085	Marine Environment
SAMN19068084	Marine Environment
SAMN19068083	Marine Environment
SAMN19068082	Marine Environment
SAMN19068081	Marine Environment
SAMN19068080	Marine Environment
SAMN19068079	Marine Environment
SAMN19068078	Marine Environment
SAMN19068077	Marine Environment
SAMN19068076	Marine Environment
SAMN19077212	Marine Environment
SAMN19077211	Marine Environment
SAMN19077210	Marine Environment
SAMN19077209	Marine Environment
SAMN19077208	Marine Environment
SAMN19077207	Marine Environment
SAMN19077206	Marine Environment
SAMN19077205	Marine Environment
SAMN19077204	Marine Environment
SAMN19077203	Marine Environment
SAMN19077202	Marine Environment
SAMN19077201	Marine Environment
SAMN14585659	Animal-Associated
SAMN14585658	Animal-Associated
SAMN14585657	Animal-Associated
SAMN14585656	Animal-Associated
SAMN14585655	Animal-Associated
SAMN14585654	Animal-Associated
SAMN14585653	Animal-Associated
SAMN14585652	Animal-Associated
SAMN14585651	Animal-Associated
SAMN14585650	Animal-Associated
SAMN14585649	Animal-Associated
SAMN14585648	Animal-Associated
SAMN14585647	Animal-Associated
SAMN14585646	Animal-Associated
SAMN14585645	Animal-Associated
SAMN14585644	Animal-Associated
SAMN14585643	Animal-Associated
SAMN14585642	Animal-Associated
SAMN14585641	Animal-Associated
SAMN14585640	Animal-Associated
SAMN14585639	Animal-Associated
SAMN14585638	Animal-Associated
SAMN18963246	Soil
SAMN18963245	Soil
SAMN18963244	Soil
SAMN18963243	Soil
SAMN18963242	Soil
SAMN18963241	Soil
SAMN18963240	Soil
SAMN18963239	Soil
SAMN18963238	Soil
SAMN18963237	Soil
SAMN18963236	Soil
SAMN18963235	Soil
SAMN18963234	Soil
